caldt,prtnam,totret
19721130,10,0.042130
19721130,1_2,0.044615
19721130,3_5,0.068630
19721130,6_8,0.062556
19721130,9_10,0.046698
19721130,1_5,0.048920
19721130,6_10,0.057487
19721130,Mrkt,0.049609
19721229,1,0.022182
19721229,2,-0.004857
19721229,3,-0.015227
19721229,4,-0.006820
19721229,5,-0.006387
19721229,6,-0.002358
19721229,7,-0.011315
19721229,8,-0.023703
19721229,9,-0.020323
19721229,10,-0.031888
19721229,1_2,0.017352
19721229,3_5,-0.010849
19721229,6_8,-0.010622
19721229,9_10,-0.026987
19721229,1_5,0.012199
19721229,6_10,-0.015824
19721229,Mrkt,0.009907
19730131,1,-0.004979
19730131,2,-0.072329
19730131,3,-0.053657
19730131,4,-0.070969
19730131,5,-0.069163
19730131,6,-0.057036
19730131,7,-0.071259
19730131,8,-0.049939
19730131,9,-0.052050
19730131,10,-0.033422
19730131,1_2,-0.016583
19730131,3_5,-0.062163
19730131,6_8,-0.059818
19730131,9_10,-0.041279
19730131,1_5,-0.024813
19730131,6_10,-0.053981
19730131,Mrkt,-0.027092
19730228,1,-0.031568
19730228,2,-0.048032
19730228,3,-0.052513
19730228,4,-0.061941
19730228,5,-0.082459
19730228,6,-0.083324
19730228,7,-0.077995
19730228,8,-0.089198
19730228,9,-0.085564
19730228,10,-0.084820
19730228,1_2,-0.034243
19730228,3_5,-0.061499
19730228,6_8,-0.083125
19730228,9_10,-0.085129
19730228,1_5,-0.038994
19730228,6_10,-0.083762
19730228,Mrkt,-0.042406
19730330,1,0.002759
19730330,2,-0.016991
19730330,3,-0.026484
19730330,4,-0.026503
19730330,5,-0.031967
19730330,6,-0.024295
19730330,7,-0.036721
19730330,8,-0.023063
19730330,9,-0.028426
19730330,10,-0.030533
19730330,1_2,-0.000405
19730330,3_5,-0.027585
19730330,6_8,-0.027923
19730330,9_10,-0.029660
19730330,1_5,-0.005023
19730330,6_10,-0.028476
19730330,Mrkt,-0.006742
19730430,1,-0.038118
19730430,2,-0.056069
19730430,3,-0.057046
19730430,4,-0.076720
19730430,5,-0.071259
19730430,6,-0.079582
19730430,7,-0.080097
19730430,8,-0.080341
19730430,9,-0.080869
19730430,10,-0.085166
19730430,1_2,-0.040967
19730430,3_5,-0.065928
19730430,6_8,-0.079929
19730430,9_10,-0.083366
19730430,1_5,-0.045061
19730430,6_10,-0.081041
19730430,Mrkt,-0.047596
19730531,1,-0.006239
19730531,2,-0.019389
19730531,3,-0.058500
19730531,4,-0.063003
19730531,5,-0.066678
19730531,6,-0.083942
19730531,7,-0.075567
19730531,8,-0.091277
19730531,9,-0.097610
19730531,10,-0.104009
19730531,1_2,-0.008291
19730531,3_5,-0.061460
19730531,6_8,-0.083153
19730531,9_10,-0.101318
19730531,1_5,-0.016818
19730531,6_10,-0.089037
19730531,Mrkt,-0.021728
19730629,1,0.001023
19730629,2,-0.027391
19730629,3,-0.033815
19730629,4,-0.031635
19730629,5,-0.031986
19730629,6,-0.036031
19730629,7,-0.040653
19730629,8,-0.037328
19730629,9,-0.043974
19730629,10,-0.044798
19730629,1_2,-0.003388
19730629,3_5,-0.032799
19730629,6_8,-0.037793
19730629,9_10,-0.044451
19730629,1_5,-0.007872
19730629,6_10,-0.039918
19730629,Mrkt,-0.009911
19730731,1,0.033580
19730731,2,0.075324
19730731,3,0.101116
19730731,4,0.106851
19730731,5,0.098315
19730731,6,0.118460
19730731,7,0.133044
19730731,8,0.145331
19730731,9,0.146632
19730731,10,0.150686
19730731,1_2,0.039839
19730731,3_5,0.102324
19730731,6_8,0.129423
19730731,9_10,0.149034
19730731,1_5,0.049013
19730731,6_10,0.135752
19730731,Mrkt,0.054282
19730831,1,-0.034154
19730831,2,-0.012549
19730831,3,-0.025805
19730831,4,-0.015397
19730831,5,-0.030463
19730831,6,-0.023697
19730831,7,-0.053742
19730831,8,-0.060739
19730831,9,-0.055367
19730831,10,-0.073090
19730831,1_2,-0.030805
19730831,3_5,-0.023511
19730831,6_8,-0.042017
19730831,9_10,-0.065898
19730831,1_5,-0.029679
19730831,6_10,-0.049837
19730831,Mrkt,-0.030997
19730928,1,0.028717
19730928,2,0.090222
19730928,3,0.102809
19730928,4,0.114382
19730928,5,0.114051
19730928,6,0.112027
19730928,7,0.108662
19730928,8,0.125720
19730928,9,0.105919
19730928,10,0.076829
19730928,1_2,0.038429
19730928,3_5,0.108461
19730928,6_8,0.114327
19730928,9_10,0.088675
19730928,1_5,0.049312
19730928,6_10,0.106064
19730928,Mrkt,0.052947
19731031,1,0.004062
19731031,2,-0.021480
19731031,3,-0.004065
19731031,4,-0.001949
19731031,5,-0.006534
19731031,6,-0.004815
19731031,7,-0.011692
19731031,8,-0.006601
19731031,9,-0.008499
19731031,10,0.001140
19731031,1_2,-0.000188
19731031,3_5,-0.003898
19731031,6_8,-0.007399
19731031,9_10,-0.002958
19731031,1_5,-0.000794
19731031,6_10,-0.005986
19731031,Mrkt,-0.001134
19731130,1,-0.098924
19731130,2,-0.135660
19731130,3,-0.154032
19731130,4,-0.167270
19731130,5,-0.173255
19731130,6,-0.173474
19731130,7,-0.194800
19731130,8,-0.186246
19731130,9,-0.206715
19731130,10,-0.199890
19731130,1_2,-0.104907
19731130,3_5,-0.161783
19731130,6_8,-0.183211
19731130,9_10,-0.202771
19731130,1_5,-0.114183
19731130,6_10,-0.189498
19731130,Mrkt,-0.119062
19731231,1,0.015834
19731231,2,0.010668
19731231,3,0.034745
19731231,4,0.020323
19731231,5,0.003429
19731231,6,-0.005548
19731231,7,-0.010541
19731231,8,-0.028858
19731231,9,-0.029664
19731231,10,-0.062303
19731231,1_2,0.015021
19731231,3_5,0.024392
19731231,6_8,-0.012526
19731231,9_10,-0.048616
19731231,1_5,0.016469
19731231,6_10,-0.023940
19731231,Mrkt,0.014051
19740131,1,-0.021841
19740131,2,0.025216
19740131,3,0.030588
19740131,4,0.052283
19740131,5,0.074334
19740131,6,0.105865
19740131,7,0.107859
19740131,8,0.129974
19740131,9,0.178697
19740131,10,0.202467
19740131,1_2,-0.014312
19740131,3_5,0.045367
19740131,6_8,0.112108
19740131,9_10,0.191996
19740131,1_5,-0.005425
19740131,6_10,0.135661
19740131,Mrkt,0.002480
19740228,1,-0.001581
19740228,2,0.012267
19740228,3,0.004928
19740228,4,0.012342
19740228,5,0.010829
19740228,6,0.007945
19740228,7,0.010836
19740228,8,-0.001123
19740228,9,-0.005687
19740228,10,-0.008769
19740228,1_2,0.000723
19740228,3_5,0.008329
19740228,6_8,0.006671
19740228,9_10,-0.007433
19740228,1_5,0.001914
19740228,6_10,0.002308
19740228,Mrkt,0.001939
19740329,1,-0.022258
19740329,2,-0.031543
19740329,3,-0.026040
19740329,4,-0.025763
19740329,5,-0.018158
19740329,6,-0.007292
19740329,7,-0.016829
19740329,8,0.003729
19740329,9,-0.001866
19740329,10,0.011519
19740329,1_2,-0.023822
19740329,3_5,-0.024433
19740329,6_8,-0.007642
19740329,9_10,0.005727
19740329,1_5,-0.023918
19740329,6_10,-0.003547
19740329,Mrkt,-0.022627
19740430,1,-0.034169
19740430,2,-0.064395
19740430,3,-0.057859
19740430,4,-0.070551
19740430,5,-0.056497
19740430,6,-0.071256
19740430,7,-0.056211
19740430,8,-0.054510
19740430,9,-0.059521
19740430,10,-0.062300
19740430,1_2,-0.039193
19740430,3_5,-0.061450
19740430,6_8,-0.062637
19740430,9_10,-0.061156
19740430,1_5,-0.042653
19740430,6_10,-0.062176
19740430,Mrkt,-0.043910
19740531,1,-0.018382
19740531,2,-0.068651
19740531,3,-0.055293
19740531,4,-0.069341
19740531,5,-0.076697
19740531,6,-0.078842
19740531,7,-0.081977
19740531,8,-0.090981
19740531,9,-0.079307
19740531,10,-0.079643
19740531,1_2,-0.026509
19740531,3_5,-0.063600
19740531,6_8,-0.082715
19740531,9_10,-0.079505
19740531,1_5,-0.032154
19740531,6_10,-0.081713
19740531,Mrkt,-0.035278
19740628,1,-0.013298
19740628,2,-0.030279
19740628,3,-0.032604
19740628,4,-0.029485
19740628,5,-0.034713
19740628,6,-0.020711
19740628,7,-0.027956
19740628,8,-0.031155
19740628,9,-0.029587
19740628,10,-0.026544
19740628,1_2,-0.015924
19740628,3_5,-0.032066
19740628,6_8,-0.025476
19740628,9_10,-0.027801
19740628,1_5,-0.018310
19740628,6_10,-0.026206
19740628,Mrkt,-0.018783
19740731,1,-0.086102
19740731,2,-0.050734
19740731,3,-0.039116
19740731,4,-0.053071
19740731,5,-0.018124
19740731,6,-0.043795
19740731,7,-0.040976
19740731,8,-0.038165
19740731,9,-0.048179
19740731,10,-0.054292
19740731,1_2,-0.080771
19740731,3_5,-0.039096
19740731,6_8,-0.041528
19740731,9_10,-0.051746
19740731,1_5,-0.074736
19740731,6_10,-0.044756
19740731,Mrkt,-0.073006
19740830,1,-0.082207
19740830,2,-0.102441
19740830,3,-0.094874
19740830,4,-0.086301
19740830,5,-0.082810
19740830,6,-0.080987
19740830,7,-0.075366
19740830,8,-0.087125
19740830,9,-0.087674
19740830,10,-0.082272
19740830,1_2,-0.085354
19740830,3_5,-0.089988
19740830,6_8,-0.080850
19740830,9_10,-0.084526
19740830,1_5,-0.086051
19740830,6_10,-0.082004
19740830,Mrkt,-0.085811
19740930,1,-0.124626
19740930,2,-0.076541
19740930,3,-0.074752
19740930,4,-0.092906
19740930,5,-0.079639
19740930,6,-0.085606
19740930,7,-0.087178
19740930,8,-0.083719
19740930,9,-0.082329
19740930,10,-0.078273
19740930,1_2,-0.117292
19740930,3_5,-0.080991
19740930,6_8,-0.085602
19740930,9_10,-0.079953
19740930,1_5,-0.111858
19740930,6_10,-0.083844
19740930,Mrkt,-0.110185
19741031,1,0.173961
19741031,2,0.176748
19741031,3,0.144392
19741031,4,0.140894
19741031,5,0.143744
19741031,6,0.088508
19741031,7,0.112069
19741031,8,0.113848
19741031,9,0.092736
19741031,10,0.077072
19741031,1_2,0.174400
19741031,3_5,0.143242
19741031,6_8,0.102141
19741031,9_10,0.083991
19741031,1_5,0.169683
19741031,6_10,0.096576
19741031,Mrkt,0.165280
19741129,1,-0.047427
19741129,2,-0.019068
19741129,3,-0.023808
19741129,4,-0.032982
19741129,5,-0.024919
19741129,6,-0.039425
19741129,7,-0.046721
19741129,8,-0.035777
19741129,9,-0.053914
19741129,10,-0.072101
19741129,1_2,-0.042956
19741129,3_5,-0.026702
19741129,6_8,-0.040703
19741129,9_10,-0.064003
19741129,1_5,-0.040553
19741129,6_10,-0.047780
19741129,Mrkt,-0.040961
19741231,1,-0.018764
19741231,2,-0.019956
19741231,3,-0.034064
19741231,4,-0.050132
19741231,5,-0.054913
19741231,6,-0.061951
19741231,7,-0.064678
19741231,8,-0.070453
19741231,9,-0.089879
19741231,10,-0.099797
19741231,1_2,-0.018957
19741231,3_5,-0.042815
19741231,6_8,-0.064989
19741231,9_10,-0.095335
19741231,1_5,-0.022569
19741231,6_10,-0.074096
19741231,Mrkt,-0.025497
19750131,1,0.102644
19750131,2,0.174092
19750131,3,0.216007
19750131,4,0.240987
19750131,5,0.253248
19750131,6,0.247871
19750131,7,0.291518
19750131,8,0.318315
19750131,9,0.335367
19750131,10,0.401912
19750131,1_2,0.114234
19750131,3_5,0.230133
19750131,6_8,0.278011
19750131,9_10,0.370788
19750131,1_5,0.131136
19750131,6_10,0.304123
19750131,Mrkt,0.140284
19750228,1,0.068822
19750228,2,0.045027
19750228,3,0.041982
19750228,4,0.054918
19750228,5,0.056645
19750228,6,0.046200
19750228,7,0.033144
19750228,8,0.062434
19750228,9,0.039297
19750228,10,0.025408
19750228,1_2,0.064753
19750228,3_5,0.048538
19750228,6_8,0.046191
19750228,9_10,0.031746
19750228,1_5,0.062181
19750228,6_10,0.041930
19750228,Mrkt,0.060954
19750331,1,0.016780
19750331,2,0.034792
19750331,3,0.057079
19750331,4,0.064221
19750331,5,0.067473
19750331,6,0.071745
19750331,7,0.076398
19750331,8,0.068815
19750331,9,0.099779
19750331,10,0.126359
19750331,1_2,0.019812
19750331,3_5,0.061151
19750331,6_8,0.072422
19750331,9_10,0.114145
19750331,1_5,0.026303
19750331,6_10,0.084603
19750331,Mrkt,0.029775
19750430,1,0.049074
19750430,2,0.039370
19750430,3,0.051798
19750430,4,0.052866
19750430,5,0.049411
19750430,6,0.049660
19750430,7,0.034064
19750430,8,0.038402
19750430,9,0.046291
19750430,10,0.014249
19750430,1_2,0.047405
19750430,3_5,0.051653
19750430,6_8,0.042152
19750430,9_10,0.029040
19750430,1_5,0.048087
19750430,6_10,0.038105
19750430,Mrkt,0.047474
19750530,1,0.054235
19750530,2,0.049397
19750530,3,0.054586
19750530,4,0.068641
19750530,5,0.056989
19750530,6,0.079423
19750530,7,0.089796
19750530,8,0.087798
19750530,9,0.073458
19750530,10,0.073102
19750530,1_2,0.053408
19750530,3_5,0.059215
19750530,6_8,0.084566
19750530,9_10,0.073268
19750530,1_5,0.054346
19750530,6_10,0.081100
19750530,Mrkt,0.055963
19750630,1,0.040561
19750630,2,0.080278
19750630,3,0.078638
19750630,4,0.071280
19750630,5,0.057136
19750630,6,0.064145
19750630,7,0.062643
19750630,8,0.070999
19750630,9,0.075797
19750630,10,0.100972
19750630,1_2,0.047332
19750630,3_5,0.072349
19750630,6_8,0.065291
19750630,9_10,0.089212
19750630,1_5,0.051392
19750630,6_10,0.072592
19750630,Mrkt,0.052701
19750731,1,-0.068987
19750731,2,-0.059034
19750731,3,-0.065121
19750731,4,-0.050366
19750731,5,-0.041202
19750731,6,-0.038699
19750731,7,-0.026749
19750731,8,-0.032133
19750731,9,-0.033234
19750731,10,0.009227
19750731,1_2,-0.067243
19750731,3_5,-0.056080
19750731,6_8,-0.033444
19750731,9_10,-0.011096
19750731,1_5,-0.065424
19750731,6_10,-0.026787
19750731,Mrkt,-0.063012
19750829,1,-0.015699
19750829,2,-0.019284
19750829,3,-0.032139
19750829,4,-0.033674
19750829,5,-0.033207
19750829,6,-0.042816
19750829,7,-0.045145
19750829,8,-0.063025
19750829,9,-0.065993
19750829,10,-0.070942
19750829,1_2,-0.016332
19750829,3_5,-0.032813
19750829,6_8,-0.048060
19750829,9_10,-0.068638
19750829,1_5,-0.019046
19750829,6_10,-0.054247
19750829,Mrkt,-0.021329
19750930,1,-0.035695
19750930,2,-0.032386
19750930,3,-0.036916
19750930,4,-0.036268
19750930,5,-0.037513
19750930,6,-0.027900
19750930,7,-0.045213
19750930,8,-0.033649
19750930,9,-0.034944
19750930,10,-0.035735
19750930,1_2,-0.035112
19750930,3_5,-0.036835
19750930,6_8,-0.034681
19750930,9_10,-0.035368
19750930,1_5,-0.035392
19750930,6_10,-0.034884
19750930,Mrkt,-0.035360
19751031,1,0.065669
19751031,2,0.059346
19751031,3,0.067705
19751031,4,0.053931
19751031,5,0.031124
19751031,6,0.028289
19751031,7,0.036110
19751031,8,0.033389
19751031,9,0.021830
19751031,10,-0.003795
19751031,1_2,0.064557
19751031,3_5,0.056492
19751031,6_8,0.031771
19751031,9_10,0.008457
19751031,1_5,0.063254
19751031,6_10,0.024835
19751031,Mrkt,0.060858
19751128,1,0.029495
19751128,2,0.029650
19751128,3,0.039158
19751128,4,0.040688
19751128,5,0.039470
19751128,6,0.018490
19751128,7,0.034983
19751128,8,0.033858
19751128,9,0.027153
19751128,10,0.024329
19751128,1_2,0.029522
19751128,3_5,0.039677
19751128,6_8,0.026891
19751128,9_10,0.025689
19751128,1_5,0.031150
19751128,6_10,0.026539
19751128,Mrkt,0.030872
19751231,1,-0.015052
19751231,2,0.000157
19751231,3,-0.008459
19751231,4,-0.007423
19751231,5,0.007269
19751231,6,-0.008114
19751231,7,-0.002412
19751231,8,-0.022275
19751231,9,-0.012313
19751231,10,-0.018220
19751231,1_2,-0.012385
19751231,3_5,-0.005209
19751231,6_8,-0.009555
19751231,9_10,-0.015369
19751231,1_5,-0.011224
19751231,6_10,-0.011257
19751231,Mrkt,-0.011226
19760130,1,0.110547
19760130,2,0.129526
19760130,3,0.158911
19760130,4,0.156842
19760130,5,0.169527
19760130,6,0.184747
19760130,7,0.210143
19760130,8,0.217793
19760130,9,0.225570
19760130,10,0.273721
19760130,1_2,0.113910
19760130,3_5,0.160331
19760130,6_8,0.200465
19760130,9_10,0.251603
19760130,1_5,0.121432
19760130,6_10,0.215075
19760130,Mrkt,0.126991
19760227,1,-0.017872
19760227,2,0.018792
19760227,3,0.024432
19760227,4,0.044830
19760227,5,0.053857
19760227,6,0.071715
19760227,7,0.074708
19760227,8,0.105615
19760227,9,0.110527
19760227,10,0.163945
19760227,1_2,-0.011257
19760227,3_5,0.036425
19760227,6_8,0.080465
19760227,9_10,0.139963
19760227,1_5,-0.003275
19760227,6_10,0.098012
19760227,Mrkt,0.003183
19760331,1,0.039322
19760331,2,0.005838
19760331,3,0.020725
19760331,4,0.023143
19760331,5,0.013931
19760331,6,0.008403
19760331,7,0.013193
19760331,8,0.016548
19760331,9,0.007587
19760331,10,0.002804
19760331,1_2,0.033100
19760331,3_5,0.020126
19760331,6_8,0.011893
19760331,9_10,0.004898
19760331,1_5,0.030846
19760331,6_10,0.009736
19760331,Mrkt,0.029380
19760430,1,-0.010542
19760430,2,-0.010469
19760430,3,-0.012312
19760430,4,-0.012248
19760430,5,-0.012536
19760430,6,-0.010742
19760430,7,-0.008781
19760430,8,-0.021966
19760430,9,-0.022685
19760430,10,-0.027799
19760430,1_2,-0.010529
19760430,3_5,-0.012337
19760430,6_8,-0.012750
19760430,9_10,-0.025486
19760430,1_5,-0.010838
19760430,6_10,-0.016684
19760430,Mrkt,-0.011231
19760528,1,-0.007063
19760528,2,-0.004697
19760528,3,-0.015743
19760528,4,-0.017869
19760528,5,-0.006338
19760528,6,-0.016426
19760528,7,-0.023896
19760528,8,-0.005943
19760528,9,-0.025828
19760528,10,-0.035448
19760528,1_2,-0.006639
19760528,3_5,-0.014547
19760528,6_8,-0.016440
19760528,9_10,-0.031095
19760528,1_5,-0.007991
19760528,6_10,-0.020933
19760528,Mrkt,-0.008854
19760630,1,0.041786
19760630,2,0.055836
19760630,3,0.060540
19760630,4,0.058295
19760630,5,0.061827
19760630,6,0.055195
19760630,7,0.041444
19760630,8,0.037780
19760630,9,0.029174
19760630,10,0.024094
19760630,1_2,0.044309
19760630,3_5,0.060122
19760630,6_8,0.046558
19760630,9_10,0.026402
19760630,1_5,0.046994
19760630,6_10,0.040454
19760630,Mrkt,0.046561
19760730,1,-0.008924
19760730,2,-0.009154
19760730,3,-0.004718
19760730,4,-0.004346
19760730,5,-0.002631
19760730,6,-0.003286
19760730,7,0.001416
19760730,8,0.006490
19760730,9,0.002512
19760730,10,-0.005839
19760730,1_2,-0.008966
19760730,3_5,-0.004205
19760730,6_8,0.000455
19760730,9_10,-0.002013
19760730,1_5,-0.008153
19760730,6_10,-0.000267
19760730,Mrkt,-0.007642
19760831,1,0.003661
19760831,2,0.000953
19760831,3,-0.007419
19760831,4,-0.003079
19760831,5,-0.016280
19760831,6,-0.017203
19760831,7,-0.020098
19760831,8,-0.024484
19760831,9,-0.017056
19760831,10,-0.027098
19760831,1_2,0.003170
19760831,3_5,-0.007871
19760831,6_8,-0.019808
19760831,9_10,-0.022476
19760831,1_5,0.001267
19760831,6_10,-0.020588
19760831,Mrkt,-0.000163
19760930,1,0.026106
19760930,2,0.023760
19760930,3,0.023632
19760930,4,0.020647
19760930,5,0.024955
19760930,6,0.030609
19760930,7,0.036182
19760930,8,0.025547
19760930,9,0.019653
19760930,10,0.017772
19760930,1_2,0.025680
19760930,3_5,0.023007
19760930,6_8,0.031330
19760930,9_10,0.018637
19760930,1_5,0.025223
19760930,6_10,0.027631
19760930,Mrkt,0.025377
19761029,1,-0.019760
19761029,2,-0.027805
19761029,3,-0.015438
19761029,4,-0.026655
19761029,5,-0.025582
19761029,6,-0.023311
19761029,7,-0.022988
19761029,8,-0.026881
19761029,9,-0.030639
19761029,10,-0.022934
19761029,1_2,-0.021202
19761029,3_5,-0.020737
19761029,6_8,-0.024010
19761029,9_10,-0.026466
19761029,1_5,-0.021124
19761029,6_10,-0.024711
19761029,Mrkt,-0.021352
19761130,1,-0.007277
19761130,2,0.024965
19761130,3,0.032648
19761130,4,0.040453
19761130,5,0.042130
19761130,6,0.049312
19761130,7,0.040726
19761130,8,0.048454
19761130,9,0.042815
19761130,10,0.016253
19761130,1_2,-0.001538
19761130,3_5,0.036782
19761130,6_8,0.046307
19761130,9_10,0.028299
19761130,1_5,0.004886
19761130,6_10,0.041188
19761130,Mrkt,0.007187
19761231,1,0.047675
19761231,2,0.071218
19761231,3,0.075163
19761231,4,0.075389
19761231,5,0.080283
19761231,6,0.088708
19761231,7,0.094017
19761231,8,0.105923
19761231,9,0.106467
19761231,10,0.110765
19761231,1_2,0.052002
19761231,3_5,0.076225
19761231,6_8,0.094315
19761231,9_10,0.108802
19761231,1_5,0.056219
19761231,6_10,0.098369
19761231,Mrkt,0.058986
19770131,1,-0.049291
19770131,2,-0.039702
19770131,3,-0.030664
19770131,4,-0.009461
19770131,5,-0.004844
19770131,6,0.020320
19770131,7,0.013443
19770131,8,0.034563
19770131,9,0.035524
19770131,10,0.053983
19770131,1_2,-0.047502
19770131,3_5,-0.019314
19770131,6_8,0.021404
19770131,9_10,0.045241
19770131,1_5,-0.042601
19770131,6_10,0.028143
19770131,Mrkt,-0.037841
19770228,1,-0.014298
19770228,2,-0.025348
19770228,3,-0.021365
19770228,4,-0.020439
19770228,5,-0.020813
19770228,6,-0.015850
19770228,7,-0.012137
19770228,8,-0.004615
19770228,9,-0.014093
19770228,10,-0.007503
19770228,1_2,-0.016364
19770228,3_5,-0.020976
19770228,6_8,-0.012057
19770228,9_10,-0.010588
19770228,1_5,-0.017189
19770228,6_10,-0.011634
19770228,Mrkt,-0.016793
19770331,1,-0.018091
19770331,2,-0.002212
19770331,3,0.006067
19770331,4,-0.002382
19770331,5,0.007530
19770331,6,0.001488
19770331,7,0.013181
19770331,8,-0.005807
19770331,9,0.007848
19770331,10,0.006883
19770331,1_2,-0.015144
19770331,3_5,0.003780
19770331,6_8,0.003476
19770331,9_10,0.007329
19770331,1_5,-0.011779
19770331,6_10,0.004581
19770331,Mrkt,-0.010601
19770429,1,-0.003659
19770429,2,0.017994
19770429,3,0.016089
19770429,4,0.010874
19770429,5,0.024880
19770429,6,0.010288
19770429,7,0.029939
19770429,8,0.025380
19770429,9,0.008339
19770429,10,0.014090
19770429,1_2,0.000402
19770429,3_5,0.016205
19770429,6_8,0.019779
19770429,9_10,0.011442
19770429,1_5,0.003243
19770429,6_10,0.017411
19770429,Mrkt,0.004268
19770531,1,-0.015803
19770531,2,-0.006419
19770531,3,-0.009057
19770531,4,-0.004812
19770531,5,-0.010268
19770531,6,0.000065
19770531,7,-0.002793
19770531,8,0.000113
19770531,9,-0.009083
19770531,10,-0.001490
19770531,1_2,-0.014009
19770531,3_5,-0.008019
19770531,6_8,-0.000811
19770531,9_10,-0.004949
19770531,1_5,-0.012917
19770531,6_10,-0.001974
19770531,Mrkt,-0.012116
19770630,1,0.047698
19770630,2,0.050767
19770630,3,0.053167
19770630,4,0.053182
19770630,5,0.074823
19770630,6,0.069183
19770630,7,0.076729
19770630,8,0.080598
19770630,9,0.074592
19770630,10,0.074829
19770630,1_2,0.048289
19770630,3_5,0.057341
19770630,6_8,0.074135
19770630,9_10,0.074721
19770630,1_5,0.049946
19770630,6_10,0.074301
19770630,Mrkt,0.051742
19770729,1,-0.013255
19770729,2,-0.021676
19770729,3,-0.021419
19770729,4,-0.016435
19770729,5,-0.015669
19770729,6,-0.010150
19770729,7,-0.011290
19770729,8,-0.003083
19770729,9,-0.003122
19770729,10,0.005767
19770729,1_2,-0.014868
19770729,3_5,-0.018750
19770729,6_8,-0.008882
19770729,9_10,0.001669
19770729,1_5,-0.015581
19770729,6_10,-0.005913
19770729,Mrkt,-0.014866
19770831,1,-0.011677
19770831,2,-0.022938
19770831,3,-0.015779
19770831,4,-0.024357
19770831,5,-0.005422
19770831,6,-0.008665
19770831,7,-0.012781
19770831,8,-0.012537
19770831,9,-0.016348
19770831,10,-0.020190
19770831,1_2,-0.013818
19770831,3_5,-0.016397
19770831,6_8,-0.010885
19770831,9_10,-0.018432
19770831,1_5,-0.014288
19770831,6_10,-0.013041
19770831,Mrkt,-0.014195
19770930,1,-0.001951
19770930,2,-0.000995
19770930,3,0.011890
19770930,4,-0.002916
19770930,5,0.004098
19770930,6,0.020942
19770930,7,0.007694
19770930,8,0.009580
19770930,9,0.014111
19770930,10,0.017767
19770930,1_2,-0.001770
19770930,3_5,0.005821
19770930,6_8,0.014073
19770930,9_10,0.016085
19770930,1_5,-0.000385
19770930,6_10,0.014644
19770930,Mrkt,0.000732
19771031,1,-0.043407
19771031,2,-0.036093
19771031,3,-0.039326
19771031,4,-0.026646
19771031,5,-0.025475
19771031,6,-0.036584
19771031,7,-0.027847
19771031,8,-0.022790
19771031,9,-0.021759
19771031,10,-0.031597
19771031,1_2,-0.042037
19771031,3_5,-0.032622
19771031,6_8,-0.030686
19771031,9_10,-0.027001
19771031,1_5,-0.040322
19771031,6_10,-0.029665
19771031,Mrkt,-0.039526
19771130,1,0.031112
19771130,2,0.047278
19771130,3,0.061714
19771130,4,0.071799
19771130,5,0.072800
19771130,6,0.073595
19771130,7,0.092560
19771130,8,0.095289
19771130,9,0.103846
19771130,10,0.089584
19771130,1_2,0.034158
19771130,3_5,0.067093
19771130,6_8,0.084531
19771130,9_10,0.096288
19771130,1_5,0.040207
19771130,6_10,0.087803
19771130,Mrkt,0.043794
19771230,1,0.004479
19771230,2,0.006829
19771230,3,0.004823
19771230,4,0.013566
19771230,5,0.011408
19771230,6,0.013912
19771230,7,0.003024
19771230,8,0.015986
19771230,9,0.013388
19771230,10,0.014722
19771230,1_2,0.004928
19771230,3_5,0.008882
19771230,6_8,0.011021
19771230,9_10,0.014087
19771230,1_5,0.005674
19771230,6_10,0.011882
19771230,Mrkt,0.006163
19780131,1,-0.062186
19780131,2,-0.057471
19780131,3,-0.052174
19780131,4,-0.050162
19780131,5,-0.048303
19780131,6,-0.038254
19780131,7,-0.040796
19780131,8,-0.016462
19780131,9,-0.020631
19780131,10,0.004780
19780131,1_2,-0.061271
19780131,3_5,-0.050772
19780131,6_8,-0.033994
19780131,9_10,-0.006906
19780131,1_5,-0.059304
19780131,6_10,-0.026550
19780131,Mrkt,-0.056731
19780228,1,-0.016074
19780228,2,-0.017820
19780228,3,-0.012272
19780228,4,0.003074
19780228,5,0.005970
19780228,6,0.022616
19780228,7,0.019087
19780228,8,0.012377
19780228,9,0.027277
19780228,10,0.032579
19780228,1_2,-0.016413
19780228,3_5,-0.003841
19780228,6_8,0.019142
19780228,9_10,0.030174
19780228,1_5,-0.014050
19780228,6_10,0.022254
19780228,Mrkt,-0.011130
19780331,1,0.019256
19780331,2,0.039867
19780331,3,0.046489
19780331,4,0.049488
19780331,5,0.071432
19780331,6,0.052892
19780331,7,0.064028
19780331,8,0.081106
19780331,9,0.078042
19780331,10,0.092997
19780331,1_2,0.023260
19780331,3_5,0.052568
19780331,6_8,0.062855
19780331,9_10,0.086239
19780331,1_5,0.028849
19780331,6_10,0.069457
19780331,Mrkt,0.032227
19780428,1,0.090255
19780428,2,0.075704
19780428,3,0.073335
19780428,4,0.069441
19780428,5,0.075307
19780428,6,0.079688
19780428,7,0.071961
19780428,8,0.071245
19780428,9,0.087632
19780428,10,0.085160
19780428,1_2,0.087375
19780428,3_5,0.072499
19780428,6_8,0.075379
19780428,9_10,0.086302
19780428,1_5,0.084456
19780428,6_10,0.078555
19780428,Mrkt,0.083955
19780531,1,0.006843
19780531,2,0.026750
19780531,3,0.036739
19780531,4,0.042051
19780531,5,0.039228
19780531,6,0.051945
19780531,7,0.057793
